industry,name,quoteType,sector,symbol
Packaging & Containers,"DSS, Inc.",EQUITY,Consumer Cyclical,DSS
Asset Management,"Equus Total Return, Inc.",EQUITY,Financial Services,EQS
Gold,Franco-Nevada Corporation,EQUITY,Basic Materials,FNV
Telecom Services,"America Movil, S.A.B. de C.V. A",EQUITY,Communication Services,AMX
Utilities—Regulated Electric,DTE Energy Company,EQUITY,Utilities,DTE
Telecom Services,"BCE, Inc.",EQUITY,Communication Services,BCE
Electronic Components,TE Connectivity Ltd. New Switze,EQUITY,Technology,TEL
Insurance—Property & Casualty,"The Travelers Companies, Inc.",EQUITY,Financial Services,TRV
Insurance—Life,Prudential Public Limited Compa,EQUITY,Financial Services,PUK
Biotechnology,"Cyteir Therapeutics, Inc.",EQUITY,Healthcare,CYT
Asset Management,Eagle Point Credit Company Inc.,EQUITY,Financial Services,ECC
Utilities—Independent Power Producers,Vistra Corp.,EQUITY,Utilities,VST
Packaged Foods,Hormel Foods Corporation,EQUITY,Consumer Defensive,HRL
Conglomerates,IRSA Inversiones Y Representaci,EQUITY,Industrials,IRS
Building Products & Equipment,Masco Corporation,EQUITY,Industrials,MAS
Diagnostics & Research,Quest Diagnostics Incorporated,EQUITY,Healthcare,DGX
Engineering & Construction,ENGlobal Corporation,EQUITY,Industrials,ENG
Oil & Gas E&P,Mexco Energy Corporation,EQUITY,Energy,MXC
Discount Stores,Target Corporation,EQUITY,Consumer Defensive,TGT
Chemicals,Dow Inc.,EQUITY,Basic Materials,DOW
Marine Shipping,ZIM Integrated Shipping Service,EQUITY,Industrials,ZIM
Credit Services,Finance of America Companies In,EQUITY,Financial Services,FOA
Specialty Chemicals,Olin Corporation,EQUITY,Basic Materials,OLN
REIT—Specialty,OUTFRONT Media Inc.,EQUITY,Real Estate,OUT
Real Estate—Development,Alset EHome International Inc.,EQUITY,Real Estate,AEI
Mortgage Finance,"loanDepot, Inc.",EQUITY,Financial Services,LDI
Asset Management,The Central and Eastern Europe ,EQUITY,Financial Services,CEE
Resorts & Casinos,"Vail Resorts, Inc.",EQUITY,Consumer Cyclical,MTN
Restaurants,McDonald's Corporation,EQUITY,Consumer Cyclical,MCD
Other Precious Metals & Mining,McEwen Mining Inc.,EQUITY,Basic Materials,MUX
Apparel Retail,"Guess?, Inc.",EQUITY,Consumer Cyclical,GES
Software—Application,PTC Inc.,EQUITY,Technology,PTC
Oil & Gas Midstream,Permian Basin Royalty Trust,EQUITY,Energy,PBT
Leisure,Callaway Golf Company,EQUITY,Consumer Cyclical,ELY
Specialty Industrial Machinery,Cummins Inc.,EQUITY,Industrials,CMI
Computer Hardware,Canaan Inc.,EQUITY,Technology,CAN
Auto Manufacturers,Fisker Inc.,EQUITY,Consumer Cyclical,FSR
Oil & Gas E&P,MV Oil Trust,EQUITY,Energy,MVO
Auto Parts,"Magna International, Inc.",EQUITY,Consumer Cyclical,MGA
Packaging & Containers,Sonoco Products Company,EQUITY,Consumer Cyclical,SON
Railroads,Canadian National Railway Compa,EQUITY,Industrials,CNI
Electronic Gaming & Multimedia,"DoubleDown Interactive Co., Ltd",EQUITY,Communication Services,DDI
Other Industrial Metals & Mining,Piedmont Lithium Inc.,EQUITY,Basic Materials,PLL
Apparel Manufacturing,JX Luxventure Limited,EQUITY,Consumer Cyclical,LLL
Confectioners,The Hershey Company,EQUITY,Consumer Defensive,HSY
Other Industrial Metals & Mining,Solitario Zinc Corp.,EQUITY,Basic Materials,XPL
"Furnishings, Fixtures & Appliances",FGI Industries Ltd.,EQUITY,Consumer Cyclical,FGI
Gold,Eldorado Gold Corporation,EQUITY,Basic Materials,EGO
Auto Parts,SES AI Corporation,EQUITY,Consumer Cyclical,SES
Chemicals,"Valhi, Inc.",EQUITY,Basic Materials,VHI
Internet Content & Information,Tencent Music Entertainment Gro,EQUITY,Communication Services,TME
Utilities—Diversified,"Orbital Energy Group, Inc.",EQUITY,Utilities,OEG
Uranium,Nexgen Energy Ltd.,EQUITY,Energy,NXE
Capital Markets,"Houlihan Lokey, Inc.",EQUITY,Financial Services,HLI
Food Distribution,Sysco Corporation,EQUITY,Consumer Defensive,SYY
Software—Application,"Ringcentral, Inc.",EQUITY,Technology,RNG
Aerospace & Defense,Embraer S.A.,EQUITY,Industrials,ERJ
Information Technology Services,DXC Technology Company,EQUITY,Technology,DXC
Packaged Foods,Herbalife Nutrition Ltd.,EQUITY,Consumer Defensive,HLF
Diagnostics & Research,"Opko Health, Inc.",EQUITY,Healthcare,OPK
Marine Shipping,Danaos Corporation,EQUITY,Industrials,DAC
Oil & Gas E&P,"Ring Energy, Inc.",EQUITY,Energy,REI
Banks—Regional,Comerica Incorporated,EQUITY,Financial Services,CMA
Packaged Foods,"ConAgra Brands, Inc.",EQUITY,Consumer Defensive,CAG
Utilities—Regulated Gas,"Southwest Gas Holdings, Inc.",EQUITY,Utilities,SWX
Home Improvement Retail,"Haverty Furniture Companies, In",EQUITY,Consumer Cyclical,HVT
Utilities—Independent Power Producers,Pampa Energia S.A. Pampa Energi,EQUITY,Utilities,PAM
Auto & Truck Dealerships,"Lithia Motors, Inc.",EQUITY,Consumer Cyclical,LAD
Health Information Services,"UpHealth, Inc.",EQUITY,Healthcare,UPH
Insurance—Diversified,Waterdrop Inc.,EQUITY,Financial Services,WDH
Biotechnology,"NovaBay Pharmaceuticals, Inc.",EQUITY,Healthcare,NBY
Household & Personal Products,"Church & Dwight Company, Inc.",EQUITY,Consumer Defensive,CHD
Banks—Regional,Western Alliance Bancorporation,EQUITY,Financial Services,WAL
Engineering & Construction,Fluor Corporation,EQUITY,Industrials,FLR
Farm & Heavy Construction Machinery,Terex Corporation,EQUITY,Industrials,TEX
Oil & Gas Equipment & Services,TechnipFMC plc,EQUITY,Energy,FTI
Gold,"Coeur Mining, Inc.",EQUITY,Basic Materials,CDE
Asset Management,Stellus Capital Investment Corp,EQUITY,Financial Services,SCM
Specialty Chemicals,Kronos Worldwide Inc,EQUITY,Basic Materials,KRO
Other Precious Metals & Mining,Buenaventura Mining Company Inc,EQUITY,Basic Materials,BVN
Oil & Gas Midstream,"Overseas Shipholding Group, Inc",EQUITY,Energy,OSG
Scientific & Technical Instruments,Vontier Corporation,EQUITY,Technology,VNT
Specialty Chemicals,RPM International Inc.,EQUITY,Basic Materials,RPM
Recreational Vehicles,"Thor Industries, Inc.",EQUITY,Consumer Cyclical,THO
Staffing & Employment Services,"Automatic Data Processing, Inc.",EQUITY,Industrials,ADP
Uranium,Centrus Energy Corp.,EQUITY,Energy,LEU
Medical Devices,"Zimmer Biomet Holdings, Inc.",EQUITY,Healthcare,ZBH
Software—Infrastructure,Samsara Inc.,EQUITY,Technology,IOT
Beverages—Wineries & Distilleries,Diageo plc,EQUITY,Consumer Defensive,DEO
Other Industrial Metals & Mining,Ferroglobe PLC,EQUITY,Basic Materials,GSM
Gambling,International Game Technology,EQUITY,Consumer Cyclical,IGT
Electrical Equipment & Parts,"Energizer Holdings, Inc.",EQUITY,Industrials,ENR
Footwear & Accessories,"Nike, Inc.",EQUITY,Consumer Cyclical,NKE
Utilities—Regulated Electric,American Electric Power Company,EQUITY,Utilities,AEP
Real Estate—Diversified,St. Joe Company (The),EQUITY,Real Estate,JOE
Software—Infrastructure,"Rackspace Technology, Inc.",EQUITY,Technology,RXT
Aerospace & Defense,Redwire Corporation,EQUITY,Industrials,RDW
Specialty Business Services,R.R. Donnelley & Sons Company,EQUITY,Industrials,RRD
Building Materials,Vulcan Materials Company (Holdi,EQUITY,Basic Materials,VMC
Specialty Industrial Machinery,PyroGenesis Canada Inc.,EQUITY,Industrials,PYR
Steel,Gerdau S.A.,EQUITY,Basic Materials,GGB
"Furnishings, Fixtures & Appliances","Mohawk Industries, Inc.",EQUITY,Consumer Cyclical,MHK
Auto Manufacturers,"Honda Motor Company, Ltd.",EQUITY,Consumer Cyclical,HMC
Utilities—Regulated Electric,Alliant Energy Corporation,EQUITY,Utilities,LNT
REIT—Mortgage,Ellington Financial Inc.,EQUITY,Real Estate,EFC
Insurance—Property & Casualty,Markel Corporation,EQUITY,Financial Services,MKL
Oil & Gas E&P,VOC Energy Trust Units of Benef,EQUITY,Energy,VOC
Department Stores,Kohl's Corporation,EQUITY,Consumer Cyclical,KSS
Banks—Diversified,Barclays PLC,EQUITY,Financial Services,BCS
Beverages—Wineries & Distilleries,"Constellation Brands, Inc.",EQUITY,Consumer Defensive,STZ
Marine Shipping,Ardmore Shipping Corporation,EQUITY,Industrials,ASC
Drug Manufacturers—Specialty & Generic,Lannett Co Inc,EQUITY,Healthcare,LCI
Asset Management,"Franklin Resources, Inc.",EQUITY,Financial Services,BEN
Biotechnology,"Kezar Life Sciences, Inc.",EQUITY,Healthcare,KZR
Entertainment,Warner Music Group Corp.,EQUITY,Communication Services,WMG
Trucking,TuSimple Holdings Inc.,EQUITY,Industrials,TSP
REIT—Healthcare Facilities,"Omega Healthcare Investors, Inc",EQUITY,Real Estate,OHI
Asset Management,BlackRock Resources  of Benefic,EQUITY,Financial Services,BCX
REIT—Specialty,"CoreCivic, Inc.",EQUITY,Real Estate,CXW
Utilities—Regulated Water,Zurn Water Solutions Corporatio,EQUITY,Utilities,ZWS
Oil & Gas Equipment & Services,"Flotek Industries, Inc.",EQUITY,Energy,FTK
Internet Retail,Pinduoduo Inc.,EQUITY,Consumer Cyclical,PDD
Banks—Diversified,JP Morgan Chase & Co.,EQUITY,Financial Services,JPM
REIT—Mortgage,"Orchid Island Capital, Inc.",EQUITY,Real Estate,ORC
Tobacco,Vector Group Ltd.,EQUITY,Consumer Defensive,VGR
Insurance—Specialty,MBIA Inc.,EQUITY,Financial Services,MBI
Utilities—Renewable,Constellation Energy Corporatio,EQUITY,Utilities,CEG
Engineering & Construction,Johnson Controls International ,EQUITY,Industrials,JCI
Specialty Chemicals,Orion Engineered Carbons S.A,EQUITY,Basic Materials,OEC
Leisure,Six Flags Entertainment Corpora,EQUITY,Consumer Cyclical,SIX
Oil & Gas E&P,Sabine Royalty Trust,EQUITY,Energy,SBR
Internet Content & Information,"MediaAlpha, Inc.",EQUITY,Communication Services,MAX
Medical Instruments & Supplies,IntriCon Corporation,EQUITY,Healthcare,IIN
REIT—Diversified,Modiv Inc.,EQUITY,Real Estate,MDV
Packaging & Containers,Tupperware Brands Corporation,EQUITY,Consumer Cyclical,TUP
Gold,DRDGOLD Limited,EQUITY,Basic Materials,DRD
Credit Services,Synchrony Financial,EQUITY,Financial Services,SYF
Engineering & Construction,Infrastructure and Energy Alter,EQUITY,Industrials,IEA
REIT—Specialty,Crown Castle International Corp,EQUITY,Real Estate,CCI
Biotechnology,"Vir Biotechnology, Inc.",EQUITY,Healthcare,VIR
REIT—Retail,Agree Realty Corporation,EQUITY,Real Estate,ADC
Rental & Leasing Services,Textainer Group Holdings Limite,EQUITY,Industrials,TGH
Specialty Chemicals,International Flavors & Fragran,EQUITY,Basic Materials,IFF
Specialty Retail,Genuine Parts Company,EQUITY,Consumer Cyclical,GPC
Computer Hardware,"Velo3D, Inc.",EQUITY,Technology,VLD
REIT—Industrial,Extra Space Storage Inc,EQUITY,Real Estate,EXR
Biotechnology,AIM ImmunoTech Inc.,EQUITY,Healthcare,AIM
Steel,Mechel PAO,EQUITY,Basic Materials,MTL
REIT—Hotel & Motel,Ashford Hospitality Trust Inc,EQUITY,Real Estate,AHT
Oil & Gas Equipment & Services,NOV Inc.,EQUITY,Energy,NOV
Farm Products,"Fresh Del Monte Produce, Inc.",EQUITY,Consumer Defensive,FDP
Marine Shipping,Global Ship Lease Inc New,EQUITY,Industrials,GSL
Residential Construction,"NVR, Inc.",EQUITY,Consumer Cyclical,NVR
Semiconductors,Texas Instruments Incorporated,EQUITY,Technology,TXN
Biotechnology,InMed Pharmaceuticals Inc.,EQUITY,Healthcare,INM
Specialty Business Services,"System1, Inc.",EQUITY,Industrials,SST
Marine Shipping,Genco Shipping & Trading Limite,EQUITY,Industrials,GNK
Gold,Paramount Gold Nevada Corp.,EQUITY,Basic Materials,PZG
Auto Manufacturers,Vicinity Motor Corp.,EQUITY,Consumer Cyclical,VEV
Specialty Chemicals,Albemarle Corporation,EQUITY,Basic Materials,ALB
Banks—Regional,U.S. Bancorp,EQUITY,Financial Services,USB
Asset Management,"Safeguard Scientifics, Inc. New",EQUITY,Financial Services,SFE
Specialty Retail,"Academy Sports and Outdoors, In",EQUITY,Consumer Cyclical,ASO
Software—Application,Diebold Nixdorf Incorporated,EQUITY,Technology,DBD
Capital Markets,Hut 8 Mining Corp.,EQUITY,Financial Services,HUT
Insurance—Life,Manulife Financial Corporation,EQUITY,Financial Services,MFC
Silver,Fortuna Silver Mines Inc,EQUITY,Basic Materials,FSM
Insurance—Property & Casualty,Progressive Corporation (The),EQUITY,Financial Services,PGR
Financial Data & Stock Exchanges,Intercontinental Exchange Inc.,EQUITY,Financial Services,ICE
REIT—Hotel & Motel,Service Properties Trust - Shar,EQUITY,Real Estate,SVC
Gold,Equinox Gold Corp.,EQUITY,Basic Materials,EQX
Asset Management,Brookfield Asset Management Inc,EQUITY,Financial Services,BAM
Solar,JinkoSolar Holding Company Limi,EQUITY,Technology,JKS
Oil & Gas Equipment & Services,"Oil States International, Inc.",EQUITY,Energy,OIS
Oil & Gas E&P,Kimbell Royalty Partners,EQUITY,Energy,KRP
Publishing,"Gannett Co., Inc.",EQUITY,Communication Services,GCI
Drug Manufacturers—General,Organon & Co.,EQUITY,Healthcare,OGN
Restaurants,"Darden Restaurants, Inc.",EQUITY,Consumer Cyclical,DRI
Real Estate Services,Jones Lang LaSalle Incorporated,EQUITY,Real Estate,JLL
Utilities—Regulated Water,"American Water Works Company, I",EQUITY,Utilities,AWK
Auto & Truck Dealerships,"Group 1 Automotive, Inc.",EQUITY,Consumer Cyclical,GPI
Oil & Gas Midstream,Frontline Ltd.,EQUITY,Energy,FRO
REIT—Diversified,"Global Net Lease, Inc.",EQUITY,Real Estate,GNL
Specialty Business Services,"GXO Logistics, Inc.",EQUITY,Industrials,GXO
Airlines,Gol Linhas Aereas Inteligentes ,EQUITY,Industrials,GOL
Computer Hardware,Western Digital Corporation,EQUITY,Technology,WDC
Oil & Gas E&P,Murphy Oil Corporation,EQUITY,Energy,MUR
REIT—Healthcare Facilities,"LTC Properties, Inc.",EQUITY,Real Estate,LTC
Asset Management,"RiverNorth Opportunities Fund, ",EQUITY,Financial Services,RIV
Consulting Services,TransUnion,EQUITY,Industrials,TRU
Packaged Foods,Utz Brands Inc,EQUITY,Consumer Defensive,UTZ
Packaging & Containers,"Myers Industries, Inc.",EQUITY,Consumer Cyclical,MYE
Lodging,Membership Collective Group Inc,EQUITY,Consumer Cyclical,MCG
Other Industrial Metals & Mining,Western Copper and Gold Corpora,EQUITY,Basic Materials,WRN
Auto & Truck Dealerships,"KAR Auction Services, Inc",EQUITY,Consumer Cyclical,KAR
Household & Personal Products,Clorox Company (The),EQUITY,Consumer Defensive,CLX
Auto Manufacturers,Niu Technologies,EQUITY,Consumer Cyclical,NIU
Personal Services,Regis Corporation,EQUITY,Consumer Cyclical,RGS
Oil & Gas Equipment & Services,"Natural Gas Services Group, Inc",EQUITY,Energy,NGS
Specialty Retail,"Build-A-Bear Workshop, Inc.",EQUITY,Consumer Cyclical,BBW
REIT—Specialty,Rayonier Inc. REIT,EQUITY,Real Estate,RYN
Oil & Gas E&P,Pedevco Corp.,EQUITY,Energy,PED
Oil & Gas E&P,CNX Resources Corporation,EQUITY,Energy,CNX
Entertainment,"Live Nation Entertainment, Inc.",EQUITY,Communication Services,LYV
Asset Management,DoubleLine Income Solutions Fun,EQUITY,Financial Services,DSL
Steel,POSCO Holdings Inc.,EQUITY,Basic Materials,PKX
Specialty Retail,"MarineMax, Inc.  (FL)",EQUITY,Consumer Cyclical,HZO
Oil & Gas Midstream,"Cheniere Energy, Inc.",EQUITY,Energy,LNG
Other Industrial Metals & Mining,Nouveau Monde Graphite Inc.,EQUITY,Basic Materials,NMG
Semiconductors,"Vishay Intertechnology, Inc.",EQUITY,Technology,VSH
Farm & Heavy Construction Machinery,"Manitowoc Company, Inc. (The)",EQUITY,Industrials,MTW
Software—Application,Viant Technology Inc.,EQUITY,Technology,DSP
Oil & Gas E&P,Obsidian Energy Ltd.,EQUITY,Energy,OBE
Other Industrial Metals & Mining,BHP Group Limited,EQUITY,Basic Materials,BHP
Asset Management,111422,EQUITY,Financial Services,CLM
Gold,Gold Fields Limited,EQUITY,Basic Materials,GFI
Healthcare Plans,Centene Corporation,EQUITY,Healthcare,CNC
Farm Products,"AquaBounty Technologies, Inc.",EQUITY,Consumer Defensive,AQB
Apparel Manufacturing,V.F. Corporation,EQUITY,Consumer Cyclical,VFC
Oil & Gas Midstream,"Cheniere Energy Partners, LP Ch",EQUITY,Energy,CQP
Drug Manufacturers—Specialty & Generic,Takeda Pharmaceutical Company L,EQUITY,Healthcare,TAK
Asset Management,"Apollo Global Management, Inc. ",EQUITY,Financial Services,APO
Software—Application,"Clear Secure, Inc.",EQUITY,Technology,YOU
Specialty Chemicals,LyondellBasell Industries NV,EQUITY,Basic Materials,LYB
Software—Infrastructure,"Dropbox, Inc.",EQUITY,Technology,DBX
"Furnishings, Fixtures & Appliances",Whirlpool Corporation,EQUITY,Consumer Cyclical,WHR
Chemicals,Eastman Chemical Company,EQUITY,Basic Materials,EMN
Drug Manufacturers—Specialty & Generic,Dr. Reddy's Laboratories Ltd,EQUITY,Healthcare,RDY
Solar,Renesola Ltd. American Depsitar,EQUITY,Technology,SOL
Agricultural Inputs,"Intrepid Potash, Inc",EQUITY,Basic Materials,IPI
Software—Infrastructure,"HashiCorp, Inc.",EQUITY,Technology,HCP
Drug Manufacturers—Specialty & Generic,Canopy Growth Corporation,EQUITY,Healthcare,CGC
Semiconductor Equipment & Materials,"Teradyne, Inc.",EQUITY,Technology,TER
Marine Shipping,Nordic American Tankers Limited,EQUITY,Industrials,NAT
Semiconductors,GlobalFoundries Inc.,EQUITY,Technology,GFS
Medical Instruments & Supplies,"Becton, Dickinson and Company",EQUITY,Healthcare,BDX
Electrical Equipment & Parts,"Vertiv Holdings, LLC",EQUITY,Industrials,VRT
Copper,Hudbay Minerals Inc.,EQUITY,Basic Materials,HBM
Insurance—Specialty,"Assurant, Inc.",EQUITY,Financial Services,AIZ
Internet Retail,Kidpik Corp.,EQUITY,Consumer Cyclical,PIK
Utilities—Regulated Electric,Kenon Holdings Ltd.,EQUITY,Utilities,KEN
Financial Data & Stock Exchanges,CME Group Inc.,EQUITY,Financial Services,CME
Gold,Yamana Gold Inc.,EQUITY,Basic Materials,AUY
Computer Hardware,HP Inc.,EQUITY,Technology,HPQ
Banks—Regional,HDFC Bank Limited,EQUITY,Financial Services,HDB
Copper,"Freeport-McMoRan, Inc.",EQUITY,Basic Materials,FCX
Oil & Gas Refining & Marketing,PBF Energy Inc.,EQUITY,Energy,PBF
Building Products & Equipment,"Advanced Drainage Systems, Inc.",EQUITY,Industrials,WMS
Recreational Vehicles,Polaris Inc.,EQUITY,Consumer Cyclical,PII
Software—Application,"Bentley Systems, Incorporated",EQUITY,Technology,BSY
Insurance—Property & Casualty,"American Financial Group, Inc.",EQUITY,Financial Services,AFG
Utilities—Regulated Gas,NewJersey Resources Corporation,EQUITY,Utilities,NJR
Auto Parts,"Romeo Power, Inc.",EQUITY,Consumer Cyclical,RMO
REIT—Mortgage,PennyMac Mortgage Investment Tr,EQUITY,Real Estate,PMT
REIT—Specialty,EPR Properties,EQUITY,Real Estate,EPR
Software—Application,Salesforce.com Inc,EQUITY,Technology,CRM
Asset Management,State Street Corporation,EQUITY,Financial Services,STT
Apparel Manufacturing,"Oxford Industries, Inc.",EQUITY,Consumer Cyclical,OXM
Integrated Freight & Logistics,ZTO Express (Cayman) Inc.,EQUITY,Industrials,ZTO
Financial Data & Stock Exchanges,Moody's Corporation,EQUITY,Financial Services,MCO
Other Industrial Metals & Mining,Rio Tinto Plc,EQUITY,Basic Materials,RIO
Apparel Manufacturing,"Under Armour, Inc.",EQUITY,Consumer Cyclical,UAA
Medical Instruments & Supplies,"The Cooper Companies, Inc.",EQUITY,Healthcare,COO
Metal Fabrication,Allegheny Technologies Incorpor,EQUITY,Industrials,ATI
Banks—Regional,Premier Financial Corp.,EQUITY,Financial Services,PFC
Asset Management,Cohen & Steers Infrastructure F,EQUITY,Financial Services,UTF
Broadcasting,Audacy,EQUITY,Communication Services,AUD
Drug Manufacturers—General,Johnson & Johnson,EQUITY,Healthcare,JNJ
Software—Application,"CDK Global, Inc.",EQUITY,Technology,CDK
Credit Services,American Express Company,EQUITY,Financial Services,AXP
Staffing & Employment Services,HeadHunter Group PLC,EQUITY,Industrials,HHR
Education & Training Services,Sunlands Technology Group,EQUITY,Consumer Defensive,STG
Gold,B2Gold Corp,EQUITY,Basic Materials,BTG
Semiconductors,"MaxLinear, Inc",EQUITY,Technology,MXL
REIT—Mortgage,"Redwood Trust, Inc.",EQUITY,Real Estate,RWT
Specialty Business Services,"ARC Document Solutions, Inc.",EQUITY,Industrials,ARC
Marine Shipping,Diana Shipping inc.,EQUITY,Industrials,DSX
Information Technology Services,"Paymentus Holdings, Inc.",EQUITY,Technology,PAY
Oil & Gas E&P,"Northern Oil and Gas, Inc.",EQUITY,Energy,NOG
Other Industrial Metals & Mining,Compass Minerals Intl Inc,EQUITY,Basic Materials,CMP
Real Estate Services,Tricon Residential Inc.,EQUITY,Real Estate,TCN
Specialty Industrial Machinery,Illinois Tool Works Inc.,EQUITY,Industrials,ITW
Resorts & Casinos,Las Vegas Sands Corp.,EQUITY,Consumer Cyclical,LVS
Oil & Gas E&P,Ovintiv Inc. (DE),EQUITY,Energy,OVV
Internet Content & Information,IAC/InterActiveCorp,EQUITY,Communication Services,IAC
Airlines,China Eastern Airlines Corporat,EQUITY,Industrials,CEA
Specialty Retail,The ODP Corporation,EQUITY,Consumer Cyclical,ODP
REIT—Residential,"Independence Realty Trust, Inc.",EQUITY,Real Estate,IRT
Drug Manufacturers—General,Sanofi,EQUITY,Healthcare,SNY
Farm & Heavy Construction Machinery,"Lightning eMotors, Inc",EQUITY,Industrials,ZEV
Oil & Gas Integrated,Transportadora de Gas del Sur S,EQUITY,Energy,TGS
Asset Management,BlackRock Science and Technolog,EQUITY,Financial Services,BST
Recreational Vehicles,"Winnebago Industries, Inc.",EQUITY,Consumer Cyclical,WGO
Steel,Cleveland-Cliffs Inc.,EQUITY,Basic Materials,CLF
Utilities—Regulated Electric,Entergy Corporation,EQUITY,Utilities,ETR
Packaging & Containers,Greif Inc.,EQUITY,Consumer Cyclical,GEF
Oil & Gas Midstream,Dorian LPG Ltd.,EQUITY,Energy,LPG
Education & Training Services,OneSmart International Educatio,EQUITY,Consumer Defensive,ONE
Electronic Components,Amphenol Corporation,EQUITY,Technology,APH
Software—Application,"Sprout Social, Inc",EQUITY,Technology,SPT
Oil & Gas Midstream,Magellan Midstream Partners L.P,EQUITY,Energy,MMP
REIT—Diversified,W. P. Carey Inc. REIT,EQUITY,Real Estate,WPC
REIT—Retail,"Simon Property Group, Inc.",EQUITY,Real Estate,SPG
Paper & Paper Products,Suzano S.A.,EQUITY,Basic Materials,SUZ
Rental & Leasing Services,"Avis Budget Group, Inc.",EQUITY,Industrials,CAR
Biotechnology,IMV Inc.,EQUITY,Healthcare,IMV
Medical Care Facilities,DaVita Inc.,EQUITY,Healthcare,DVA
Biotechnology,"NGM Biopharmaceuticals, Inc.",EQUITY,Healthcare,NGM
Beverages—Non-Alcoholic,"Pepsico, Inc.",EQUITY,Consumer Defensive,PEP
Residential Construction,Lennar Corporation,EQUITY,Consumer Cyclical,LEN
Education & Training Services,Puxin Limited,EQUITY,Consumer Defensive,NEW
Gold,Tanzanian Gold Corporation,EQUITY,Basic Materials,TRX
Oil & Gas E&P,Whiting Petroleum Corporation,EQUITY,Energy,WLL
Railroads,CSX Corporation,EQUITY,Industrials,CSX
REIT—Residential,"AvalonBay Communities, Inc.",EQUITY,Real Estate,AVB
Internet Retail,a.k.a. Brands Holding Corp.,EQUITY,Consumer Cyclical,AKA
Oil & Gas E&P,Canadian Natural Resources Limi,EQUITY,Energy,CNQ
Oil & Gas E&P,Hess Corporation,EQUITY,Energy,HES
Internet Content & Information,Qutoutiao Inc.,EQUITY,Communication Services,QTT
Communication Equipment,"Blonder Tongue Laboratories, In",EQUITY,Technology,BDR
Biotechnology,"SELLAS Life Sciences Group, Inc",EQUITY,Healthcare,SLS
Rental & Leasing Services,WillScot Mobile Mini Holdings C,EQUITY,Industrials,WSC
Oil & Gas E&P,Texas Pacific Land Corporation,EQUITY,Energy,TPL
Utilities—Renewable,"Ormat Technologies, Inc.",EQUITY,Utilities,ORA
Oil & Gas Equipment & Services,"Dril-Quip, Inc.",EQUITY,Energy,DRQ
Oil & Gas Midstream,Global Partners LP Global Partn,EQUITY,Energy,GLP
Specialty Chemicals,Westlake Corporation,EQUITY,Basic Materials,WLK
Specialty Industrial Machinery,John Bean Technologies Corporat,EQUITY,Industrials,JBT
Agricultural Inputs,"China Green Agriculture, Inc.",EQUITY,Basic Materials,CGA
Recreational Vehicles,REE Automotive Ltd.,EQUITY,Consumer Cyclical,REE
Utilities—Independent Power Producers,TransAlta Corporation,EQUITY,Utilities,TAC
Apparel Retail,"American Eagle Outfitters, Inc.",EQUITY,Consumer Cyclical,AEO
Metal Fabrication,"Worthington Industries, Inc.",EQUITY,Industrials,WOR
Residential Construction,"Dream Finders Homes, Inc.",EQUITY,Consumer Cyclical,DFH
Oil & Gas E&P,TransGlobe Energy Corporation,EQUITY,Energy,TGA
Oil & Gas E&P,"Camber Energy, Inc.",EQUITY,Energy,CEI
Medical Instruments & Supplies,Invacare Corporation,EQUITY,Healthcare,IVC
Residential Construction,"D.R. Horton, Inc.",EQUITY,Consumer Cyclical,DHI
Chemicals,Braskem SA,EQUITY,Basic Materials,BAK
Asset Management,"Ameriprise Financial, Inc.",EQUITY,Financial Services,AMP
Medical Devices,GBS Inc.,EQUITY,Healthcare,GBS
Insurance—Life,AFLAC Incorporated,EQUITY,Financial Services,AFL
Software—Infrastructure,"MongoDB, Inc.",EQUITY,Technology,MDB
Insurance—Specialty,"Trean Insurance Group, Inc.",EQUITY,Financial Services,TIG
Aerospace & Defense,Lockheed Martin Corporation,EQUITY,Industrials,LMT
Education & Training Services,Zhangmen Education Inc.,EQUITY,Consumer Defensive,ZME
Medical Instruments & Supplies,"SmileDirectClub, Inc.",EQUITY,Healthcare,SDC
Oil & Gas Equipment & Services,"Smart Sand, Inc.",EQUITY,Energy,SND
REIT—Specialty,American Tower Corporation (REI,EQUITY,Real Estate,AMT
Electronic Components,Corning Incorporated,EQUITY,Technology,GLW
Biotechnology,BELLUS Health Inc.,EQUITY,Healthcare,BLU
Gold,New Gold Inc.,EQUITY,Basic Materials,NGD
Oil & Gas Drilling,"Independence Contract Drilling,",EQUITY,Energy,ICD
Utilities—Regulated Electric,"WEC Energy Group, Inc.",EQUITY,Utilities,WEC
Information Technology Services,TD SYNNEX Corporation,EQUITY,Technology,SNX
Residential Construction,Skyline Champion Corporation,EQUITY,Consumer Cyclical,SKY
Information Technology Services,NCR Corporation,EQUITY,Technology,NCR
Other Industrial Metals & Mining,Excellon Resources Inc.,EQUITY,Basic Materials,EXN
Medical Care Facilities,"Universal Health Services, Inc.",EQUITY,Healthcare,UHS
Apparel Manufacturing,Hanesbrands Inc.,EQUITY,Consumer Cyclical,HBI
Utilities—Diversified,Brookfield Infrastructure Partn,EQUITY,Utilities,BIP
Farm Products,"Tyson Foods, Inc.",EQUITY,Consumer Defensive,TSN
Banks—Regional,"BankUnited, Inc.",EQUITY,Financial Services,BKU
Specialty Industrial Machinery,A.O. Smith Corporation,EQUITY,Industrials,AOS
